id	brand	purchasequantity
86246	13528	2
86246	13564	3
86246	13609	1
86246	13610	6
86246	13626	11
86246	13627	32
86246	13642	3
86246	13689	2
86246	13705	16
86246	13717	5
86246	13764	3
86246	13783	1
86246	13787	1
86246	13791	48
86246	13794	129
86246	13795	1
86246	13804	9
86246	13856	3
86246	13864	52
86246	13877	77
86246	13915	11
86246	13967	18
86246	13972	17
86246	13997	1
86246	14005	3
86246	14012	36
86246	14029	128
86246	14048	6
86246	14090	1
86246	14112	10
86246	14142	1
86246	14149	1
86246	14162	5
86246	14199	1
86246	14200	57
86246	14245	3
86246	14268	3
86246	14283	2
86246	14286	7
86246	14351	1
86246	14357	51
86246	14363	46
86246	14403	26
86246	14466	1
86246	14479	2
86246	14494	12
86246	14582	32
86246	14597	8
86246	14647	8
86246	14665	3
86246	14716	3
86246	14717	4
86246	14760	46
86246	14782	1
86246	14807	3
86246	14813	4
86246	14868	37
86246	14869	1
86246	14900	3
86246	14951	1
86246	14964	2
86246	14982	2
86246	14990	11
86246	15035	4
86246	15037	1
86246	15041	22
86246	15051	1
86246	15064	2
86246	15073	3
86246	15085	10
86246	15087	1
86246	15113	17
86246	15133	1
86246	15194	20
86246	15232	19
86246	15251	9
86246	15266	627
86246	15274	2
86246	15276	1
86246	15288	2
86246	15294	11
86246	15335	7
86246	15336	2
86246	15339	1
86246	15343	12
86246	15377	11
86246	15430	1
86246	15448	3
86246	15449	6
86246	15452	2
86246	15487	2
86246	15506	1
86246	15523	1
86246	15541	4
86246	15559	2
86246	15583	4
86246	15598	4
86246	15601	3
86246	15624	2
86246	15736	1
86246	15787	3
86246	15802	19
86246	15828	0
86246	15870	3
86246	15876	2
86246	15878	5
86246	15883	3
86246	15889	30
86246	15912	1
86246	15919	50
86246	16023	19
86246	16044	7
86246	16048	26
86246	16050	1
86246	16060	1
86246	16067	2
86246	16078	2
86246	16095	37
86246	16139	2
86246	16180	8
86246	16191	1
86246	16196	1
86246	16223	3
86246	16249	3
86246	16277	18
86246	16291	22
86246	16363	2
86246	16391	12
86246	16392	21
86246	16410	19
86246	16431	2
86246	16452	4
86246	16474	1
86246	16483	1
86246	16487	7
86246	16488	1
86246	16489	22
86246	16492	32
86246	16508	1
86246	16521	2
86246	16564	14
86246	16565	2
86246	16570	1
86246	16611	4
86246	16650	4
86246	16657	22
86246	16668	3
86246	16680	3
86246	16681	1
86246	16696	23
86246	16704	12
86246	16705	10
86246	16728	51
86246	16730	2
86246	16757	11
86246	16765	7
86246	16794	1
86246	16807	4
86246	16825	1
86246	16835	3
86246	16836	1
86246	16853	6
86246	16879	16
86246	16922	1
86246	16958	4
86246	16967	1
86246	16974	9
86246	17027	11
86246	17028	1
86246	17034	6
86246	17037	42
86246	17050	13
86246	17055	18
86246	17063	1
86246	17067	1
86246	17086	8
86246	17087	34
86246	17090	1
86246	17117	5
86246	17176	3
86246	17186	32
86246	17209	2
86246	17223	2
86246	17248	5
86246	17282	3
86246	17286	8
86246	17292	30
86246	17301	16
86246	17311	1
86246	17323	1
86246	17336	15
86246	17363	2
86246	17367	8
86246	17412	1
86246	17447	17
86246	17449	2
86246	17454	2
86246	17473	6
86246	17491	1
86246	17521	20
86246	17523	1
86246	17534	1
86246	17539	1
86246	17542	2
86246	17549	7
86246	17568	1
86246	17576	5
86246	17587	3
86246	17593	7
86246	17614	52
86246	17616	3
86246	17635	16
86246	17667	1
86246	17674	1
86246	17690	154
86246	17710	2
86246	17737	8
86246	17797	24
86246	17812	18
86246	17823	18
86246	17876	6
86246	17882	8
86246	17898	12
86246	17930	1
86246	17938	3
86246	17947	3
86246	17991	6
86246	18041	5
86246	18051	24
86246	18062	3
86246	18063	9
86246	18158	1
86246	18190	1
86246	18204	20
86246	18213	12
86246	18253	1
86246	18263	1
86246	18322	2
86246	18366	4
86246	18371	8
86246	18373	4
86246	18389	2
86246	18398	1
86246	18490	2
86246	18492	3
86246	18501	5
86246	18517	1
86246	18519	2
86246	18520	6
86246	18550	1
86246	18584	58
86246	18599	33
86246	18613	8
86246	18691	6
86246	18730	1
86246	18738	17
86246	18775	3
86246	18781	2
86246	18799	31
86246	18845	1
86246	18871	1
86246	18877	2
86246	18892	2
86246	18893	68
86246	18898	4
86246	18946	2
86246	18947	1
86246	18961	2
86246	18969	2
86246	19006	11
86246	19039	9
86246	19049	4
86246	19058	2
86246	19154	333
86246	19182	1
86246	19183	1
86246	19204	5
86246	19212	18
86246	19231	4
86246	19279	29
86246	19284	1
86246	19411	2
86246	19426	1
86246	19436	3
86246	19509	10
86246	19547	1
86246	19589	1
86246	19622	10
86246	19704	1
86246	19713	23
86246	19735	1
86246	19737	12
86246	19764	3
86246	19783	1
86246	19792	1
86246	19795	2
86246	19809	19
86246	19813	1
86246	19814	1
86246	19865	1
86246	19868	3
86246	19881	1
86246	19934	1
86246	19956	3
86246	19971	14
86246	19975	7
86246	19995	2
86246	20031	1
86246	20035	1
86246	20067	1
86246	20099	2
86246	20100	6
86246	20113	3
86246	20153	17
86246	20216	1
86246	20230	71
86246	20231	5
86246	20248	1
86246	20251	18
86246	20285	1
86246	20299	10
86246	20309	5
86246	20327	1
86246	20332	6
86246	20361	3
86246	20375	1
86246	20524	5
86246	20525	107
86246	20568	5
86246	20626	2
86246	20784	1
86246	20787	1
86246	20864	72
86246	20890	2
86246	21039	2
86246	21053	3
86246	21065	45
86246	21125	1
86246	21167	14
86246	21174	9
86246	21188	1
86246	21196	3
86246	21262	6
86246	21265	0
86246	21381	1
86246	21432	3
86246	21436	2
86246	21452	7
86246	21531	1
86246	21599	6
86246	21633	2
86246	21656	1
86246	21695	2
86246	21731	4
86246	21734	1
86246	21817	1
86246	21943	2
86246	21949	1
86246	21984	1
86246	22182	5
86246	22292	1
86246	22328	1
86246	22410	11
86246	22447	1
86246	22728	2
86246	22777	7
86246	22943	4
86246	23033	2
86246	23209	7
86246	23210	11
86246	23332	36
86246	23359	68
86246	23360	10
86246	23361	72
86246	23362	5
86246	23363	6
86246	23504	26
86246	23549	1
86246	23561	24
86246	23570	7
86246	23603	8
86246	23645	1
86246	23699	1
86246	23781	1
86246	23948	2
86246	24123	26
86246	24514	1
86246	24630	7
86246	24792	1
86246	24931	2
86246	24978	2
86246	25033	3
86246	25043	1
86246	25162	4
86246	25263	3
86246	25321	16
86246	25373	7
86246	25412	17
86246	25424	3
86246	25445	3
86246	25513	2
86246	25521	1
86246	25530	4
86246	25673	14
86246	25703	2
86246	25738	6
86246	25747	3
86246	25858	1
86246	25919	2
86246	26051	3
86246	26108	15
86246	26129	6
86246	26155	12
86246	26189	52
86246	26232	43
86246	26234	6
86246	26420	141
86246	26430	1
86246	26456	8
86246	26494	3
86246	26517	7
86246	26573	3
86246	26666	7
86246	26861	1
86246	26885	51
86246	27039	1
86246	27108	2
86246	27119	1
86246	27166	1
86246	27210	3
86246	27247	3
86246	27327	1
86246	27417	6
86246	27474	26
86246	27484	6
86246	27521	2
86246	27604	10
86246	27736	3
86246	27873	19
86246	27943	1
86246	28168	23
86246	28204	244
86246	28254	2
86246	28305	13
86246	28470	5
86246	29023	3
86246	29030	1
86246	29208	5
86246	29296	2
86246	29380	7
86246	29501	1
86246	29502	42
86246	29555	8
86246	29785	2
86246	29945	4
86246	30096	4
86246	30272	4
86246	30343	8
86246	30799	2
86246	30855	8
86246	30950	1
86246	30972	13
86246	31032	1
86246	31090	1
86246	31244	5
86246	31269	43
86246	31373	35
86246	32074	1
86246	32094	13
86246	32115	21
86246	32322	1
86246	32336	27
86246	32437	1
86246	32453	1
86246	32487	1
86246	33128	2
86246	33170	336
86246	34324	1
86246	35506	7
86246	35593	1
86246	35722	9
86246	35802	4
86246	35996	17
86246	36220	3
86246	36241	2
86246	36616	4
86246	37013	1
86246	38024	1
86246	38150	32
86246	38355	11
86246	38398	6
86246	38922	900
86246	39109	1
86246	39216	1
86246	40291	5
86246	40317	22
86246	40364	2
86246	40382	5
86246	40811	1
86246	41191	4
86246	41275	1
86246	41353	1
86246	41670	1
86246	41981	3
86246	42370	1
86246	42566	2
86246	43069	41
86246	43106	16
86246	43344	15
86246	43577	1
86246	44209	13
86246	44215	4
86246	44358	2
86246	44597	3
86246	45039	6
86246	45064	2
86246	45426	9
86246	45489	1
86246	45518	3
86246	46181	3
86246	46608	4
86246	47096	7
86246	47340	2
86246	47346	8
86246	48487	14
86246	50958	1
86246	51688	3
86246	52045	6
86246	52198	5
86246	52547	6
86246	52570	1
86246	52946	14
86246	53757	1
86246	53808	6
86246	53977	9
86246	54258	7
86246	54284	6
86246	54337	33
86246	54356	1
86246	54531	13
86246	54544	1
86246	54626	5
86246	54686	1
86246	54806	2
86246	54847	1
86246	54883	5
86246	54910	2
86246	55134	6
86246	55136	32
86246	55158	1
86246	55172	8
86246	55244	9
86246	55612	3
86246	55784	4
86246	55864	9
86246	56360	2
86246	56685	28
86246	57112	2
86246	57369	5
86246	57417	11
86246	57796	2
86246	58031	4
86246	58299	6
86246	58350	1
86246	58362	1
86246	58434	5
86246	58511	1
86246	58516	1
86246	58677	1
86246	59028	2
86246	59346	1
86246	59441	10
86246	59594	1
86246	59628	20
86246	59749	3
86246	59788	1
86246	60554	1
86246	60710	2
86246	60780	1
86246	60994	1
86246	61330	1
86246	61354	1
86246	61360	6
86246	61490	2
86246	61625	1
86246	61745	2
86246	61875	1
86246	62065	14
86246	62494	8
86246	62498	8
86246	62568	1
86246	62953	1
86246	63469	7
86246	63479	2
86246	66730	1
86246	66738	6
86246	67014	1
86246	68047	3
86246	68135	1
86246	68309	3
86246	68337	2
86246	68355	21
86246	68727	10
86246	69138	2
86246	69239	1
86246	69260	1
86246	69306	2
86246	69505	2
86246	69929	232
86246	70213	2
86246	70780	1
86246	70939	2
86246	71094	2
86246	71182	1
86246	71386	33
86246	71567	1
86246	72482	9
86246	73313	1
86246	73465	4
86246	74108	6
86246	74166	5
86246	74488	1
86246	74719	1
86246	74991	3
86246	75993	4
86246	76033	1
86246	78850	2
86246	80272	1
86246	81723	1
86246	81850	1
86246	81851	13
86246	82195	1
86246	82344	1
86246	83874	1
86246	83939	2
86246	84481	17
86246	84645	1
86246	85114	9
86246	85180	2
86246	85299	10
86246	85957	3
86246	86101	4
86246	86245	3
86246	86269	3
86246	92654	3
86246	93146	4
86246	93475	16
86246	93673	10
86246	93964	1
86246	94007	1
86246	94092	1
86246	94324	3
86246	95080	1
86246	95743	2
86246	95925	6
86246	95957	2
86246	96442	4
86246	96559	1
86246	97799	1
86246	97998	1
86246	98330	1
86246	100216	1
86246	100402	6
86246	101199	6
86246	101494	2
86246	102439	3
86246	103392	1
86246	107482	1
86252	0	789
86252	60	7
86252	85	24
86252	162	1
86252	173	2
86252	174	1
86252	193	1
86252	194	8
86252	250	3
86252	273	1
86252	287	3
86252	305	1
86252	319	3
86252	330	5
86252	333	8
86252	375	2
86252	384	2
86252	401	3
86252	423	1
86252	432	3
86252	452	2
86252	491	51
86252	506	2
86252	514	5
86252	671	1
86252	673	5
86252	677	2
86252	678	1
86252	683	18
86252	708	2
86252	758	4
86252	766	1
86252	803	6
86252	828	6
86252	837	2
86252	867	3
86252	875	15
86252	885	57
86252	911	1
86252	912	9
86252	914	1
86252	1008	2
86252	1043	2
86252	1058	37
86252	1081	1
86252	1093	1
86252	1158	1
86252	1193	2
86252	1214	5
86252	1230	3
86252	1235	10
86252	1257	12
86252	1270	4
86252	1287	22
86252	1321	1
86252	1322	32
86252	1346	2
86252	1358	103
86252	1362	2
86252	1366	80
86252	1372	2
86252	1387	20
86252	1393	18
86252	1437	1
86252	1500	2
86252	1516	2
86252	1525	2
86252	1536	1
86252	1537	2
86252	1555	2
86252	1569	6
86252	1604	8
86252	1611	1
86252	1636	1
86252	1651	1
86252	1677	1
86252	1698	10
86252	1756	80
86252	1783	1
86252	1809	13
86252	1841	1
86252	1866	1
86252	1910	24
86252	1949	11
86252	1993	1
86252	2011	10
86252	2012	17
86252	2014	1
86252	2017	4
86252	2034	4
86252	2073	43
86252	2170	1
86252	2181	1
86252	2199	13
86252	2209	2
86252	2225	9
86252	2246	6
86252	2248	26
86252	2262	2
86252	2272	4
86252	2308	21
86252	2321	18
86252	2347	36
86252	2359	5
86252	2362	4
86252	2437	4
86252	2443	5
86252	2450	3
86252	2468	1
86252	2481	16
86252	2500	38
86252	2509	18
86252	2510	83
86252	2532	6
86252	2559	18
86252	2567	4
86252	2570	8
86252	2595	6
86252	2626	6
86252	2631	5
86252	2675	8
86252	2690	6
86252	2732	10
86252	2790	1
86252	2795	3
86252	2803	3
86252	2820	289
86252	2821	4
86252	2829	26
86252	2892	15
86252	2903	8
86252	2911	1
86252	2982	27
86252	2983	2
86252	2997	2
86252	3001	9
86252	3012	92
86252	3020	1
86252	3068	2
86252	3100	5
86252	3130	1
86252	3174	52
86252	3198	2
86252	3223	23
86252	3293	27
86252	3330	1
86252	3331	28
86252	3333	3
86252	3336	19
86252	3337	1
86252	3342	33
86252	3344	2
86252	3350	6
86252	3387	8
86252	3397	14
86252	3412	2
86252	3447	1
86252	3453	6
86252	3454	7
86252	3522	5
86252	3604	1
86252	3609	1
86252	3635	6
86252	3636	2
86252	3640	12
86252	3668	1
86252	3681	1
86252	3718	10
86252	3744	9
86252	3764	2
86252	3769	15
86252	3787	1
86252	3809	80
86252	3813	1
86252	3829	5
86252	3830	17
86252	3843	1
86252	3846	1
86252	3895	3
86252	3909	4
86252	3912	2
86252	3957	9
86252	3988	7
86252	4009	1
86252	4015	1
86252	4030	12
86252	4043	24
86252	4071	1
86252	4086	1
86252	4098	8
86252	4139	10
86252	4218	13
86252	4219	6
86252	4239	1
86252	4250	1
86252	4253	1
86252	4256	4
86252	4294	9
86252	4307	6
86252	4328	2
86252	4337	8
86252	4346	1
86252	4352	4
86252	4354	10
86252	4356	3
86252	4361	1
86252	4368	132
86252	4371	2
86252	4429	2
86252	4446	1
86252	4475	3
86252	4518	8
86252	4529	24
86252	4531	3
86252	4568	63
86252	4599	12
86252	4615	5
86252	4628	20
86252	4664	5
86252	4687	64
86252	4696	1
86252	4704	170
86252	4806	1
86252	4814	1
86252	4912	5
86252	4913	2
86252	4916	1
86252	4966	1
86252	4979	14
86252	5016	13
86252	5065	2
86252	5072	39
86252	5075	1
86252	5098	38
86252	5141	37
86252	5150	8
86252	5157	4
86252	5168	8
86252	5174	5
86252	5208	80
86252	5232	2
86252	5251	1
86252	5278	1
86252	5287	2
86252	5322	2
86252	5337	41
86252	5345	62
86252	5379	3
86252	5453	1
86252	5508	3
86252	5518	1
86252	5550	1
86252	5557	3
86252	5558	3
86252	5593	2
86252	5602	3
86252	5603	21
86252	5607	1
86252	5613	2
86252	5618	25
86252	5656	5
86252	5740	4
86252	5782	6
86252	5807	1
86252	5810	3
86252	5812	11
86252	5842	4
86252	5845	34
86252	5898	8
86252	5939	2
86252	5998	2
86252	6021	7
86252	6126	2
86252	6132	39
86252	6137	11
86252	6141	1
86252	6165	23
86252	6167	1
86252	6176	7
86252	6236	13
86252	6276	12
86252	6283	12
86252	6290	1
86252	6335	1
86252	6375	1
86252	6414	2
86252	6422	3
86252	6454	1
86252	6455	1
86252	6484	1
86252	6509	7
86252	6550	12
86252	6608	1
86252	6625	5
86252	6627	1
86252	6643	2
86252	6667	3
86252	6670	33
86252	6690	17
86252	6706	2
86252	6714	21
86252	6716	2
86252	6732	69
86252	6734	3
86252	6743	2
86252	6769	2
86252	6775	42
86252	6777	24
86252	6790	5
86252	6796	6
86252	6845	1
86252	6852	2
86252	6854	1
86252	6911	4
86252	6915	1
86252	6926	3
86252	6947	82
86252	6967	3
86252	6978	1
86252	7034	1
86252	7054	70
86252	7078	1
86252	7104	1
86252	7107	2
86252	7142	18
86252	7161	1
86252	7175	4
86252	7179	14
86252	7196	6
86252	7217	6
86252	7237	12
86252	7245	19
86252	7249	2
86252	7254	1
86252	7265	1
86252	7308	42
86252	7366	6
86252	7368	10
86252	7389	1
86252	7452	6
86252	7459	6
86252	7465	2
86252	7504	8
86252	7531	3
86252	7574	3
86252	7608	2
86252	7655	47
86252	7667	286
86252	7675	19
86252	7678	1
86252	7686	1
86252	7740	4
86252	7741	1
86252	7766	3
86252	7770	2
86252	7788	2
86252	7796	63
86252	7853	6
86252	7860	23
86252	7870	14
86252	7890	1
86252	7907	149
86252	7966	4
86252	8019	14
86252	8089	6
86252	8105	1
86252	8131	2
86252	8144	3
86252	8154	3
86252	8159	7
86252	8164	52
86252	8178	9
86252	8185	19
86252	8228	1
86252	8230	1
86252	8245	28
86252	8247	27
86252	8255	4
86252	8280	10
86252	8318	24
86252	8376	1
86252	8380	3
86252	8401	1
86252	8435	82
86252	8463	7
86252	8466	2
86252	8471	1
86252	8481	1
86252	8499	7
86252	8501	46
86252	8503	1
86252	8508	13
86252	8522	32
86252	8523	1
86252	8583	3
86252	8604	12
86252	8605	3
86252	8612	114
86252	8617	5
86252	8664	3
86252	8670	3
86252	8682	3
86252	8692	16
86252	8709	2
86252	8711	17
86252	8755	1
86252	8760	6
86252	8790	1
86252	8952	9
86252	8993	1
86252	9031	2
86252	9076	9
86252	9078	40
86252	9189	12
86252	9190	24
86252	9191	4
86252	9200	43
86252	9209	128
86252	9215	1
86252	9257	1
86252	9259	3
86252	9260	21
86252	9286	1
86252	9303	3
86252	9316	5
86252	9347	1
86252	9364	4
86252	9444	4
86252	9496	2
86252	9524	6
86252	9530	1
86252	9543	1
86252	9547	10
86252	9567	1
86252	9581	2
86252	9606	2
86252	9614	5
86252	9626	4
86252	9659	4
86252	9679	1
